MarketPrice,Total Value,USD Value,Price Error,Traded?
6493.99,999.0807736899638,737.713415265274,-7.660756861528171,Y
6495.39,999.1378023519686,817.5398422431118,-10.904391477190075,Y
6495.39,999.0983816659826,732.701461667278,-7.4761802659531895,Y
6486.36,998.8248918594763,454.80425467486106,1.3435746744007702,Y
6484.1,998.6314211452552,479.48499374219006,0.5963689494592472,Y
6487.99,998.9428721720126,594.5417547882754,-2.8904048124486508,Y
6489.68,999.0482110964527,640.1665721062166,-4.3264199970217305,Y
6488.01,998.956011852256,541.3175645389133,-1.2621647509295144,Y
6484.51,998.7077250378794,414.62281568300136,2.571515155174893,Y
6487.83,999.0067702855632,434.522840941518,1.9652782176572146,Y
6485.56,998.8100667822396,479.02903027015327,0.6138870495169613,Y
6486.34,998.726716650875,436.26540851310665,1.9083908527709355,Y
6484.51,998.5680286706131,441.7845940044907,1.7380944631349848,Y
6487.26,998.8049141040765,505.4433325183503,-0.1819427267255378,Y
6490.05,999.0098651915968,566.2252442322292,-2.0183358218346257,Y
6491.98,999.0692146090328,499.32410616351007,0.006337676653856761,Y
6491.25,999.0130200537253,453.5153114474862,1.3878485425148028,Y
6492.6,999.1537545183053,378.6144118904145,3.6964755738044914,Y
6494.01,999.2887235779758,445.61135039336506,1.6314800299523995,Y
6494.03,999.2904287720646,404.17101852737375,2.901896065802248,Y
6492.54,999.0136729488024,291.58428266566835,6.57508381460957,Y
6491.01,998.8469636228479,274.5343632646903,7.17847082856224,Y
6490.77,998.8201827329578,249.02435957043298,8.119630343024255,Y
6493.0,999.0777861737902,281.27187556581185,6.939574734976304,Y
6493.63,999.1474331357006,281.27187556581185,6.952835361095822,N
6494.03,999.1916534289767,269.6903505496767,7.3570758550731625,Y
6495.02,999.3028642317988,269.6903505496767,7.329198900263691,N
6495.11,999.3129743047825,252.74625165481615,7.983949079264676,Y
6495.68,999.3784917528183,256.05192942329944,7.860846573724302,Y
6496.22,999.4402861059357,296.3250651094276,6.414236278598764,Y
6498.3,999.6654138971239,341.4355557991427,4.898844315211136,Y
6498.75,999.7109955778933,315.4468793413326,5.762552648742712,Y
6496.73,999.4983064430908,237.67684020364885,8.560916215725229,Y
6501.0,999.9990164404037,300.6842126610416,6.2691937184099515,Y
6500.95,999.9925271527186,277.88617573092705,7.069527490035398,Y
6496.94,999.5471081802295,166.74712608405804,11.601568009270522,Y
6497.0,999.5483900144195,155.519471903936,12.153002841297166,Y
6497.0,999.5483900144195,327.53363837152716,5.355887618087763,Y
6495.0,999.3883313178158,105.12231385671186,15.030150518378832,Y
6492.63,999.0454036639401,263.9791150411889,7.565670629554006,Y
6495.84,999.4074531639583,108.03422409572642,14.840471756149782,Y
6493.62,999.10419171219,389.80847980804145,3.34688749117322,Y
6493.06,999.0516469684775,777.5922437662014,-9.198799029749352,Y
6497.01,999.1863699870001,876.6465589429445,-13.942708387193306,Y
6496.93,999.200138483903,678.6425887926397,-5.585080246054531,Y
6498.75,999.2899370103512,630.0142922060624,-3.996925275765534,Y
6498.23,999.2603892765103,734.4715490314358,-7.5366281063252245,Y
6500.25,999.3426999145295,787.967008190923,-9.61411868509731,Y
6500.94,999.2806725601467,595.8892502270189,-2.9226617404092394,Y
6506.74,999.4920492191077,843.9284332264588,-12.15086123423771,Y
6508.0,999.5948757794931,707.8926572957962,-6.576880542347681,Y
6511.41,999.7477191361356,707.8926572957962,-6.562323924371412,N
6508.33,999.6056330831866,577.3587771538316,-2.348677495424454,Y
6502.48,999.3383360889609,403.65391781487807,2.91852565069712,Y
6502.55,999.3529934976609,490.1947719220045,0.2854174726671772,Y
6506.99,999.7008904777897,488.66945604806557,0.33528496880535386,Y
6506.01,999.6239254285518,273.40630292929484,7.226809100746323,Y
6508.1,1000.2780337480665,516.3602824296305,-0.4879269854645827,Y
6506.37,1000.1493974779138,464.2241099729432,1.0796629804763143,Y
6511.46,1000.5686573283988,507.212536247782,-0.20828931141841167,Y
6505.0,1000.0792001955621,430.7502605953233,2.0946144142599223,Y
6505.0,1000.0792001955621,448.35696476418946,1.5588398754043737,Y
6505.0,1000.0792001955621,419.0157715033024,2.453963387471049,Y
6504.55,1000.0390036478432,407.680388090065,2.8026830436938326,Y
6508.24,1000.3750458477507,513.125661171399,-0.3890955036604282,Y
6506.93,1000.3324841252235,469.1235630961402,0.9335972130174923,Y
6506.01,1000.2573777067824,474.1718527891546,0.7811200384467156,Y
6506.93,1000.3317702581195,474.1718527891546,0.792822789989259,N
6509.07,1000.5048138014469,463.6487299426891,1.1020132344701778,Y
6507.01,1000.3349088023074,453.23859345265817,1.4143940010480947,Y
6509.62,1000.5543523536562,515.9558330361037,-0.4714667495836693,Y
6506.55,1000.325810986525,422.19275566068677,2.359661222290015,Y
6506.0,1000.2769412813157,695.054849404411,-6.116168451963858,Y
6506.0,1000.2769412813157,544.9487562145612,-1.3503439963269557,Y
6507.01,1000.3425632656931,525.4466800510565,-0.7585690585265183,Y
6509.76,1000.5432643063923,564.0205816731574,-1.9247186662914828,Y
6509.7,1000.539240907533,561.47492623174,-1.8473056117027227,Y
6508.0,1000.4245798117913,745.1985157885736,-7.901652623305381,Y
6505.05,1000.3100720442661,552.7785154483673,-1.5870596171853322,Y
6509.99,1000.6499319822502,576.6622309702386,-2.308865247178801,Y
6509.52,1000.6193214560474,567.110317751537,-2.0175543833674965,Y
6508.99,1000.5840254938314,522.0220200338997,-0.6535700705735508,Y
6508.01,1000.5119727229174,526.6424992312363,-0.7938666962218122,Y
6510.72,1000.7090282925342,584.8883263822449,-2.5602623230179233,Y
6511.61,1000.7658699973994,577.0541068193104,-2.3188188114863806,Y
6512.97,1000.8543654690143,601.057271071775,-3.0570709865869503,Y
6513.08,1000.861117792514,595.5437568805643,-2.8860834868910388,Y
6514.0,1000.9183705779917,576.060243611691,-2.2857048417909027,Y
6515.0,1000.9835928879343,595.1842241424388,-2.8727100919086297,Y
6516.19,1001.05771433825,620.4325735063519,-3.658742787313713,Y
6516.18,1001.0220828824595,587.4646310503585,-2.6338489091576776,Y
6516.05,1001.0138322710984,585.0626433610075,-2.560110057712336,Y
6517.71,1001.1197981512853,617.0608352543811,-3.5515495112385906,Y
6517.0,1001.0779610852519,597.6020752537472,-2.945790169845168,Y
6515.57,1000.9894279385987,528.5017195959281,-0.8422962490431019,Y
6515.57,1000.9894279385987,439.49242267582855,1.8402952594333328,Y
6513.0,1000.9861368666263,432.3506085800046,2.0548399851086288,Y
6519.77,1001.358798014011,617.2773952117254,-3.5537228014100037,Y
6520.0,1001.2947006646414,560.9952217497719,-1.8200131628373128,Y
6520.01,1001.2947006646413,585.3504694930139,-2.563910735732861,Y
6519.84,1001.2838555096032,560.8418840246325,-1.8153657814427788,Y
6520.01,1001.2953397078586,525.0159021665042,-0.7324915879571563,Y
6518.22,1001.1645822100635,448.96803009082225,1.5550687636959992,Y
6513.73,1000.7842080405792,287.9440289588149,6.720750210506594,Y
6509.33,1000.1571365736719,175.2501314764487,11.204713268213709,Y
6500.0,998.9747748931983,136.49469845154965,13.146769743568257,Y
6501.73,999.2043272827743,111.13018674704676,14.64087099784956,Y
6501.58,999.1838387172572,337.06315868218246,5.036854345804386,Y
6506.24,999.6585918525188,453.45872320533454,1.3984522496302816,Y
6509.34,999.9188373388222,571.120380763859,-2.1521444486152177,Y
6507.84,999.8200258333758,536.9261892744032,-1.115233278769665,Y
6508.99,999.6379365039529,474.0632200265324,0.7755411870539319,Y
6505.29,999.6832740360978,386.06387966861286,3.4671068211682723,Y
6508.02,999.5965425801592,426.07425831442964,2.231270094082902,Y
6511.5,999.9032191959725,602.8318639483086,-3.130022748728152,Y
6508.06,999.7577003065251,343.17053536508513,4.841371358074866,Y
6506.01,999.5508792741236,546.6473599984863,-1.4137831195566832,Y
6507.67,999.6664370187317,341.7225446793768,4.8894714576454135,Y
6507.0,999.5986981186542,620.7265541161969,-3.6965336406474307,Y
6509.88,999.7663870343952,703.010749026239,-6.402651133985273,Y
6506.03,999.5889771614807,586.2429134991121,-2.6220811027642412,Y
6506.04,999.5915184837287,563.0806050811724,-1.9124215315086985,Y
6507.73,999.8366900481154,489.35140658105007,0.31599639200794627,Y
6508.0,999.8578696340135,425.5247774950418,2.2515014532764326,Y
6505.01,999.6840165007138,343.33058880452495,4.837141940222864,Y
6506.05,999.7889521679616,421.9196928573135,2.361086890511615,Y
6506.0,999.7845111533728,337.15353117560403,5.0405429740112595,Y
6505.01,999.6836804324724,323.93335920971776,5.4773115660400435,Y
6505.31,999.714844888233,344.23709707687567,4.807918244902794,Y
6505.27,999.710814471556,347.8480040901528,4.690376337638554,Y
6500.01,999.3029787263443,281.00380149650357,6.951371575668418,Y
6500.24,999.328395427359,301.9223519840773,6.219573363915515,Y
6501.0,999.409935277121,329.8143347282705,5.278657734066655,Y
6499.0,999.203937553525,323.5960967307975,5.4833862270479585,Y
6489.17,998.1820534059195,251.83758854289272,8.007375026416412,Y
6493.05,998.6283071677517,360.508034708443,4.269342176434293,Y
6496.67,998.9978303077934,479.72776585430915,0.5955480435059144,Y
6499.87,999.2536019887084,589.3308986932241,-2.7234744945017155,Y
6500.0,999.2618006067468,602.5016396936255,-3.131781782395592,Y
6500.11,999.2685150094699,559.8728668247936,-1.8202321552053036,Y
6500.01,999.2617551908179,609.8478637120759,-3.3611626387864817,Y
6504.99,999.5601056825193,645.7055747127474,-4.49419101427975,Y
6496.98,999.1407017428088,578.7180744450362,-2.3986523605826733,Y
6497.28,999.1601148837126,551.9650200873396,-1.581607289828753,Y
6497.33,999.1635562860747,537.2682098447897,-1.1362350174367748,Y
6498.0,999.2111866022378,544.9591819411756,-1.3682509587470122,Y
6498.76,999.2643154916718,574.3898346747611,-2.2636862940689753,Y
6499.15,999.2898128246275,573.3443265527052,-2.2312097503017867,Y
6498.04,999.217271978549,528.4971954516741,-0.8704325406024509,Y
6497.32,999.1651149504144,501.3951130861286,-0.0545665824374737,Y
6495.3,999.01035954299,440.27567793546285,1.7899767842682195,Y
6495.12,998.9948756942549,434.04389658851966,1.9797373875735502,Y
6495.17,998.9992247361442,532.1561087794585,-0.9843793040054152,Y
6492.78,998.5806051682283,396.585480075069,3.1318597681238316,Y
6491.71,998.4016601567803,372.5799000463717,3.881427619502574,Y
6492.0,998.3939478990225,426.99985964273765,2.1871994333869225,Y
6492.54,998.4414760579348,558.9428840514836,-1.8060135401956359,Y
6493.0,998.4726147728788,398.2162094848854,3.076663988042128,Y
MarketPrice,Total Value,USD Value,Price Error,Traded?
MarketPrice,Total Value,USD Value,Price Error,Traded?
6768.0,0.0,0.0,-3.5985276982246432,N
6765.05,0.0,0.0,-0.22135765827897558,N
6767.43,0.0,0.0,1.4861683058961717,N
6765.05,0.0,0.0,5.275256046196773,N
MarketPrice,Total Value,USD Value,Price Error,Traded?
6769.75,0.0,0.0,2.7656569884384226,N
MarketPrice,Total Value,USD Value,Price Error,Traded?
6769.73,0.0,0.0,2.7743619908014807,N
MarketPrice,Total Value,USD Value,Price Error,Traded?
6770.0,0.0,0.0,8.634944006032129,N
MarketPrice,Total Value,USD Value,Price Error,Traded?
6762.0,1000.0,64.53569753988165,18.21328736219766,Y
MarketPrice,Total Value,USD Value,Price Error,Traded?
6726.13,1000.0,728.6295978833448,-7.304083289281152,Y
6730.29,1000.1605758735594,776.3434308747776,-9.113821232567716,Y
6715.01,999.7618460166684,474.5941259379885,0.7613067840584335,Y
6707.72,999.2340861918665,197.15701840552032,10.21294966336518,Y
6700.87,998.3927258677791,320.1013204949582,5.59194174100503,Y
6693.31,998.3149142151526,256.954757316609,7.813708954045978,Y
6709.56,999.4386199553122,627.2267438548802,-3.905378230273527,Y
6711.67,999.7511314655903,770.5533203445168,-8.894197979629098,Y
MarketPrice,Total Value,USD Value,Price Error,Traded?
6715.0,1000.0,778.54,-9.207104555289334,Y
6702.23,999.67,471.37,0.8551054914350971,Y
6711.48,1000.1,638.28,-4.244388474873631,Y
6700.0,999.45,492.19,0.22935839209640108,Y
6709.07,1000.14,607.19,-3.26122595166089,Y
6714.52,1000.34,636.54,-4.181264882170581,Y
6721.48,1000.84,690.96,-5.963494040389378,Y
6717.12,1000.64,516.8,-0.49563383876648004,Y
6715.29,1000.73,420.63,2.4097380877337855,Y
6717.36,1000.68,410.43,2.7260112134508745,Y
6716.1,1000.57,339.11,4.984922496095351,Y
6715.0,1000.46,281.82,6.933838023925091,Y
6711.74,1000.09,780.8,-9.295212837104373,Y
6709.72,1000.05,3.83,32.000150047955685,Y
6704.31,999.75,1.87,34.78594326815346,Y
6706.33,1000.19,4.34,31.49031784462113,Y
6709.32,999.9,8.17,28.81178109794473,Y
6708.17,998.99,18.93,24.915196789947004,Y
6702.31,998.7,18.93,25.074628621547163,N
6703.0,998.97,45.61,20.261876008031322,Y
6700.0,998.54,38.69,21.18523172001187,Y
6692.83,997.51,6.19,30.00080215601156,Y
6694.92,997.82,34.22,21.85395371726736,Y
6700.0,998.49,176.58,11.126508235266556,Y
6705.01,998.86,143.42,12.772343525626638,Y
6699.88,998.21,102.14,15.220932709693443,Y
6706.72,998.89,174.49,11.229711875341309,Y
6710.0,999.29,251.82,8.017954405874661,Y
6708.22,999.09,187.16,10.653457703098866,Y
6709.88,999.29,190.88,10.489772742916102,Y
6704.11,997.97,91.71,15.949868907307064,Y
